,BYND.O,GTLB.O,MCD,LEVI.K,PLTR.K,TSLA.O,XOM
,BID,BID,BID,BID,BID,BID,BID
Timestamp,,,,,,,
2022-01-11 17:00:00+00:00,69.13,73.91,262.21,23.04,16.97,1054.65,70.36
2022-01-11 16:30:00+00:00,69.52,74.63,262.1,23.21,17.05,1070.21,70.16
2022-01-11 16:00:00+00:00,68.8,73.77,261.62,22.99,17.0,1065.16,69.91
2022-01-11 15:30:00+00:00,67.77,71.5,261.16,22.82,16.62,1053.32,69.72
2022-01-11 15:00:00+00:00,67.67,72.05,261.26,22.9,16.93,1063.26,69.74
2022-01-11 14:30:00+00:00,67.1,73.18,261.61,22.7,16.88,1055.0,69.15
2022-01-11 14:00:00+00:00,66.0,72.13,262.3,22.83,16.35,1053.51,68.76
2022-01-11 13:30:00+00:00,66.2,72.0,263.5,,16.4,1052.25,68.7
2022-01-11 13:00:00+00:00,66.2,,263.5,22.83,16.52,1064.5,68.76
2022-01-11 12:30:00+00:00,66.66,72.0,262.56,,16.55,1067.08,68.78
2022-01-11 12:00:00+00:00,67.0,72.01,262.57,22.83,16.66,1069.09,68.78
2022-01-11 11:30:00+00:00,,,260.63,22.83,16.7,1067.02,68.9
2022-01-11 11:00:00+00:00,65.78,,260.63,22.83,16.7,1066.0,68.87
2022-01-11 10:30:00+00:00,65.78,,,22.83,16.73,1071.5,68.88
2022-01-11 10:00:00+00:00,64.0,,,22.83,16.7,1068.88,68.86
2022-01-11 09:30:00+00:00,66.42,,,22.83,16.73,1072.88,68.82
2022-01-11 09:00:00+00:00,64.0,69.5,260.63,22.83,16.75,1076.0,68.19
2022-01-11 01:00:00+00:00,,,264.41,22.83,16.47,,68.46
2022-01-11 00:30:00+00:00,66.63,,264.41,22.83,16.47,1067.5,68.47
2022-01-11 00:00:00+00:00,66.62,,263.0,22.83,16.52,1068.41,68.46
2022-01-10 23:30:00+00:00,66.7,71.44,264.38,,16.67,1071.0,68.46
2022-01-10 23:00:00+00:00,66.7,71.44,,,16.68,1071.12,68.45
2022-01-10 22:30:00+00:00,66.69,71.44,264.38,,16.61,1066.11,68.45
2022-01-10 22:00:00+00:00,66.69,67.5,263.5,22.85,16.65,1061.29,68.4
2022-01-10 21:30:00+00:00,66.69,,263.5,22.83,16.6,1061.15,68.45
2022-01-10 21:00:00+00:00,66.75,67.5,263.5,22.38,16.51,1061.8,68.45
2022-01-10 20:30:00+00:00,66.62,72.89,264.38,22.82,16.5,1058.32,68.45
2022-01-10 20:00:00+00:00,66.26,72.83,263.83,22.68,16.27,1043.32,68.23
2022-01-10 19:30:00+00:00,65.59,71.85,264.4,22.67,16.22,1038.44,68.48
2022-01-10 19:00:00+00:00,66.21,71.91,264.45,22.85,16.32,1034.97,68.51
2022-01-10 18:30:00+00:00,66.03,70.24,264.63,22.76,16.09,1024.67,68.4
2022-01-10 18:00:00+00:00,66.15,70.07,264.27,22.57,15.95,1020.94,68.24
2022-01-10 17:30:00+00:00,65.29,68.49,263.96,22.52,15.58,1022.04,68.15
2022-01-10 17:00:00+00:00,64.32,68.08,263.75,22.64,15.44,1010.89,68.3
2022-01-10 16:30:00+00:00,64.81,70.09,263.46,22.79,15.7,1025.52,68.31
2022-01-10 16:00:00+00:00,65.61,70.66,263.48,22.88,15.74,1026.99,68.46
2022-01-10 15:30:00+00:00,65.42,67.55,262.59,22.58,15.46,1005.15,68.26
2022-01-10 15:00:00+00:00,65.91,66.3,262.86,22.51,15.48,1012.85,68.16
2022-01-10 14:30:00+00:00,66.3,66.0,264.37,22.52,15.62,992.64,68.34
2022-01-10 14:00:00+00:00,68.48,68.55,265.93,22.94,16.19,999.51,68.92
2022-01-10 13:30:00+00:00,67.4,68.94,266.75,,16.13,998.22,68.68
2022-01-10 13:00:00+00:00,67.75,68.94,266.18,,16.25,999.0,68.67
2022-01-10 12:30:00+00:00,67.01,70.0,266.16,23.04,16.21,998.0,68.6
2022-01-10 12:00:00+00:00,68.75,70.0,266.16,23.0,16.37,1014.0,68.58
2022-01-10 11:30:00+00:00,69.03,68.94,265.01,22.5,16.4,1018.0,68.56
2022-01-10 11:00:00+00:00,69.0,,265.01,22.5,16.4,1015.0,68.15
2022-01-10 10:30:00+00:00,68.25,,,22.5,16.51,1016.3,68.8
2022-01-10 10:00:00+00:00,68.25,,265.01,22.54,16.57,1027.57,68.8
2022-01-10 09:30:00+00:00,68.1,,,22.54,16.65,1030.0,69.0
2022-01-10 09:00:00+00:00,68.1,68.94,265.01,22.65,16.58,1028.0,69.05
2022-01-08 01:00:00+00:00,,,,22.85,,,
2022-01-08 00:30:00+00:00,68.25,,267.06,23.25,16.46,1026.3,68.92
2022-01-08 00:00:00+00:00,68.5,,267.06,23.3,16.5,1025.65,68.87
2022-01-07 23:30:00+00:00,68.23,,267.06,23.3,16.53,1025.25,68.8
2022-01-07 23:00:00+00:00,68.2,70.0,,23.3,16.52,1025.63,68.8
2022-01-07 22:30:00+00:00,68.2,70.69,267.06,23.3,16.56,1022.5,68.86
2022-01-07 22:00:00+00:00,68.31,,267.06,,16.56,1024.57,68.81
2022-01-07 21:30:00+00:00,68.26,70.0,267.43,23.25,16.55,1025.0,68.88
2022-01-07 21:00:00+00:00,68.52,70.0,266.95,23.01,16.55,1025.2,68.94
2022-01-07 20:30:00+00:00,68.52,70.66,267.02,23.28,16.56,1026.87,68.87
2022-01-07 20:00:00+00:00,68.56,70.84,267.94,23.27,16.58,1021.12,68.92
2022-01-07 19:30:00+00:00,68.28,71.86,268.48,23.19,16.56,1031.8,68.89
2022-01-07 19:00:00+00:00,69.04,71.19,268.4,23.21,16.51,1016.73,69.05
2022-01-07 18:30:00+00:00,69.2,71.8,268.91,23.42,16.65,1024.45,68.98
2022-01-07 18:00:00+00:00,69.0,71.76,269.37,23.28,16.68,1027.77,69.02
2022-01-07 17:30:00+00:00,70.66,72.75,268.98,23.44,16.8,1038.0,68.95
2022-01-07 17:00:00+00:00,70.72,72.78,268.94,23.25,16.75,1034.12,68.96
2022-01-07 16:30:00+00:00,70.16,72.44,269.74,23.3,16.82,1041.5,68.71
2022-01-07 16:00:00+00:00,69.14,71.25,269.5,23.22,16.68,1039.0,68.57
2022-01-07 15:30:00+00:00,70.18,71.05,269.42,23.01,16.57,1040.95,68.61
2022-01-07 15:00:00+00:00,72.75,71.3,269.91,23.45,16.71,1049.11,68.44
2022-01-07 14:30:00+00:00,72.48,73.08,268.86,23.55,17.16,1073.57,68.28
2022-01-07 14:00:00+00:00,65.65,69.4,268.01,23.4,16.66,1077.8,68.4
2022-01-07 13:30:00+00:00,66.2,70.0,268.58,23.56,16.71,1065.65,68.51
2022-01-07 13:00:00+00:00,66.06,70.0,268.58,23.4,16.88,1073.49,68.49
2022-01-07 12:30:00+00:00,66.5,,268.58,,16.87,1076.48,68.42
2022-01-07 12:00:00+00:00,66.09,70.0,268.58,23.51,17.0,1081.02,68.55
2022-01-07 11:30:00+00:00,66.79,60.2,268.58,22.19,16.9,1075.31,68.62
2022-01-07 11:00:00+00:00,66.8,66.0,268.58,22.19,16.86,1076.14,68.52
2022-01-07 10:30:00+00:00,66.86,65.0,270.12,23.47,16.85,1075.0,68.53
2022-01-07 10:00:00+00:00,66.79,,270.0,23.51,16.85,1076.0,68.61
2022-01-07 09:30:00+00:00,66.79,65.0,269.76,23.35,16.83,1076.5,68.6
2022-01-07 09:00:00+00:00,67.05,60.0,269.88,23.49,16.78,1081.0,68.07
2022-01-07 01:00:00+00:00,,,270.02,23.75,16.91,,68.42
2022-01-07 00:30:00+00:00,67.12,70.02,,,16.91,1076.01,68.42
2022-01-07 00:00:00+00:00,67.12,70.25,270.02,23.75,16.91,1070.6,68.41
2022-01-06 23:30:00+00:00,67.42,70.02,269.7,23.51,16.87,1068.26,68.37
2022-01-06 23:00:00+00:00,67.1,,270.25,23.4,16.88,1069.0,68.36
2022-01-06 22:30:00+00:00,67.06,70.0,,,16.82,1064.6,68.36
2022-01-06 22:00:00+00:00,67.04,70.0,269.69,23.4,16.76,1064.31,68.32
2022-01-06 21:30:00+00:00,67.0,70.0,269.69,,16.75,1066.79,68.35
2022-01-06 21:00:00+00:00,66.81,67.0,269.69,23.4,16.76,1066.5,68.3
2022-01-06 20:30:00+00:00,67.05,69.93,269.71,23.75,16.74,1064.7,68.3
2022-01-06 20:00:00+00:00,67.5,70.82,270.0,23.9,16.9,1074.29,68.14
2022-01-06 19:30:00+00:00,68.2,70.15,270.13,23.9,16.95,1076.05,68.33
2022-01-06 19:00:00+00:00,66.63,70.42,269.78,23.84,16.88,1063.13,68.2
2022-01-06 18:30:00+00:00,66.24,70.3,269.69,23.95,16.9,1066.85,68.11
2022-01-06 18:00:00+00:00,65.91,69.01,269.53,23.78,16.86,1060.28,67.92
2022-01-06 17:30:00+00:00,66.15,70.53,269.69,24.0,16.91,1069.0,67.91
2022-01-06 17:00:00+00:00,66.8,71.3,269.74,23.94,16.92,1063.6,67.8
2022-01-06 16:30:00+00:00,65.46,71.92,269.81,23.77,17.07,1062.14,67.54
2022-01-06 16:00:00+00:00,65.25,72.39,269.26,23.64,16.9,1060.52,67.29
2022-01-06 15:30:00+00:00,64.17,71.39,269.32,23.72,16.88,1065.13,67.28
2022-01-06 15:00:00+00:00,61.43,72.5,270.41,23.53,16.65,1041.35,67.69
2022-01-06 14:30:00+00:00,60.28,68.66,268.32,23.62,16.7,1048.04,67.56
2022-01-06 14:00:00+00:00,58.5,70.1,267.66,23.72,16.87,1075.29,67.96
2022-01-06 13:30:00+00:00,58.8,69.88,268.0,23.81,16.89,1071.5,67.83
2022-01-06 13:00:00+00:00,58.8,69.73,268.0,23.5,16.93,1074.11,67.72
2022-01-06 12:30:00+00:00,58.83,69.47,268.0,,16.9,1070.75,67.6
2022-01-06 12:00:00+00:00,58.66,69.35,267.36,23.77,16.9,1067.49,67.51
2022-01-06 11:30:00+00:00,59.2,68.2,267.6,23.35,17.0,1071.0,67.5
2022-01-06 11:00:00+00:00,59.12,66.99,267.48,23.4,17.0,1070.59,67.43
2022-01-06 10:30:00+00:00,59.0,66.99,267.48,23.41,17.05,1073.52,67.15
2022-01-06 10:00:00+00:00,58.79,66.99,267.12,23.55,17.03,1076.01,66.92
2022-01-06 09:30:00+00:00,58.6,66.99,267.0,23.35,17.05,1070.0,66.57
2022-01-06 09:00:00+00:00,58.53,66.99,266.88,23.46,16.99,1072.09,66.6
2022-01-06 01:00:00+00:00,,,,19.0,16.98,,
2022-01-06 00:30:00+00:00,59.0,69.0,267.2,23.14,16.98,1083.02,66.77
2022-01-06 00:00:00+00:00,58.66,,,,17.0,1083.5,66.8
2022-01-05 23:30:00+00:00,58.66,69.0,267.2,,16.97,1082.0,66.67
2022-01-05 23:00:00+00:00,58.8,68.1,266.93,23.14,16.94,1079.0,66.7
2022-01-05 22:30:00+00:00,59.08,70.0,266.99,23.53,16.96,1082.0,66.63
2022-01-05 22:00:00+00:00,59.01,69.5,266.99,23.53,16.95,1080.53,66.68
2022-01-05 21:30:00+00:00,58.91,69.15,266.93,23.5,16.98,1079.0,66.63
2022-01-05 21:00:00+00:00,58.75,69.15,266.93,23.5,17.0,1084.0,66.76
2022-01-05 20:30:00+00:00,58.5,68.93,267.19,23.74,16.94,1087.62,66.73
2022-01-05 20:00:00+00:00,59.05,68.17,267.05,23.71,16.9,1085.56,66.78
2022-01-05 19:30:00+00:00,59.31,67.5,267.76,23.67,17.03,1104.47,67.01
2022-01-05 19:00:00+00:00,59.91,68.14,267.86,23.85,17.23,1122.31,67.14
2022-01-05 18:30:00+00:00,60.68,70.12,268.19,24.16,17.48,1136.35,67.31
2022-01-05 18:00:00+00:00,60.6,71.04,268.66,24.23,17.54,1137.24,67.35
2022-01-05 17:30:00+00:00,60.6,70.62,269.02,24.29,17.52,1138.01,67.36
2022-01-05 17:00:00+00:00,61.47,71.9,269.21,24.4,17.78,1143.0,67.24
2022-01-05 16:30:00+00:00,61.57,72.85,268.39,24.42,17.85,1141.98,66.93
2022-01-05 16:00:00+00:00,62.03,73.23,268.32,24.43,17.91,1149.95,67.18
2022-01-05 15:30:00+00:00,63.08,74.58,268.08,24.51,18.0,1152.39,67.41
2022-01-05 15:00:00+00:00,63.38,74.32,268.38,24.55,18.08,1158.92,67.46
2022-01-05 14:30:00+00:00,65.03,75.11,268.21,24.69,18.39,1161.35,67.04
2022-01-05 14:00:00+00:00,65.78,77.0,267.73,24.52,18.01,1146.5,66.44
2022-01-05 13:30:00+00:00,65.9,77.0,268.56,24.52,18.18,1146.33,66.58
2022-01-05 13:00:00+00:00,66.9,76.14,268.6,24.52,18.25,1138.5,66.28
2022-01-05 12:30:00+00:00,67.21,,268.5,,18.41,1138.5,66.21
2022-01-05 12:00:00+00:00,67.55,76.14,268.56,24.52,18.26,1137.12,66.32
2022-01-05 11:30:00+00:00,67.49,,268.32,24.33,18.05,1135.55,66.06
2022-01-05 11:00:00+00:00,66.86,76.14,268.56,24.33,18.05,1134.23,65.99
2022-01-05 10:30:00+00:00,66.82,,268.8,24.33,18.09,1137.23,65.94
2022-01-05 10:00:00+00:00,67.11,,268.68,24.33,18.1,1138.45,66.05
2022-01-05 09:30:00+00:00,67.0,76.14,268.56,24.33,18.08,1131.99,65.67
2022-01-05 09:00:00+00:00,66.15,76.14,268.56,24.33,18.07,1131.26,65.95
2022-01-05 01:00:00+00:00,,,267.75,24.24,18.07,,65.96
2022-01-05 00:30:00+00:00,67.1,,267.75,24.24,18.09,1140.0,65.96
2022-01-05 00:00:00+00:00,67.15,76.14,268.38,,18.11,1140.3,65.87
2022-01-04 23:30:00+00:00,66.7,76.5,268.38,,18.11,1142.1,65.95
2022-01-04 23:00:00+00:00,65.75,76.5,,24.45,18.1,1143.75,66.01
2022-01-04 22:30:00+00:00,66.06,76.14,268.38,24.45,18.07,1146.02,65.93
2022-01-04 22:00:00+00:00,66.2,,,24.45,18.11,1146.15,65.86
2022-01-04 21:30:00+00:00,66.01,76.14,268.38,,18.1,1147.5,65.85
2022-01-04 21:00:00+00:00,61.0,76.14,268.51,24.11,18.11,1146.5,65.91
2022-01-04 20:30:00+00:00,61.63,78.0,268.48,24.49,18.17,1149.4,65.91
2022-01-04 20:00:00+00:00,61.71,78.05,268.7,24.5,18.11,1151.34,65.92
2022-01-04 19:30:00+00:00,61.19,75.5,269.09,24.72,17.93,1145.28,66.03
2022-01-04 19:00:00+00:00,60.68,73.6,269.16,24.88,17.82,1141.06,65.82
2022-01-04 18:30:00+00:00,60.68,73.76,268.59,24.67,17.81,1141.65,65.63
2022-01-04 18:00:00+00:00,61.12,73.83,269.1,24.82,17.89,1160.28,65.89
2022-01-04 17:30:00+00:00,61.11,73.6,269.06,24.91,17.92,1157.05,65.88
2022-01-04 17:00:00+00:00,61.3,72.86,269.75,24.82,17.98,1156.13,65.97
2022-01-04 16:30:00+00:00,61.11,73.06,270.48,24.89,18.0,1141.65,65.82
2022-01-04 16:00:00+00:00,60.54,73.08,270.7,24.81,17.96,1134.09,65.38
2022-01-04 15:30:00+00:00,60.88,74.24,270.72,24.61,18.0,1151.48,65.55
2022-01-04 15:00:00+00:00,61.55,74.27,269.9,24.8,18.12,1186.17,65.53
2022-01-04 14:30:00+00:00,62.8,76.24,269.28,24.84,18.61,1189.65,65.45
2022-01-04 14:00:00+00:00,64.42,80.21,268.94,24.67,18.58,1189.35,64.1
2022-01-04 13:30:00+00:00,65.0,80.21,268.44,24.67,18.63,1196.22,64.0
2022-01-04 13:00:00+00:00,65.0,80.21,269.0,,18.67,1204.5,64.0
2022-01-04 12:30:00+00:00,65.0,,269.04,,18.64,1203.0,63.85
2022-01-04 12:00:00+00:00,64.85,80.0,269.0,24.67,18.63,1206.1,63.81
2022-01-04 11:30:00+00:00,64.51,,269.0,24.65,18.67,1201.37,63.83
2022-01-04 11:00:00+00:00,64.51,75.4,269.64,24.65,18.65,1203.6,63.9
2022-01-04 10:30:00+00:00,64.87,75.4,268.7,24.65,18.58,1198.0,63.83
2022-01-04 10:00:00+00:00,64.5,,268.0,24.18,18.6,1195.0,63.81
2022-01-04 09:30:00+00:00,64.5,,266.0,24.18,18.64,1194.0,63.81
2022-01-04 09:00:00+00:00,64.5,75.4,266.0,24.0,18.58,1195.4,63.66
2022-01-04 01:00:00+00:00,,,,23.3,,,
2022-01-04 00:30:00+00:00,64.8,,268.2,24.5,18.54,1209.8,63.54
2022-01-04 00:00:00+00:00,64.5,,267.11,24.5,18.54,1207.01,63.55
2022-01-03 23:30:00+00:00,64.7,80.0,268.2,,18.54,1207.31,63.55
2022-01-03 23:00:00+00:00,64.7,,268.2,,18.56,1208.0,63.55
2022-01-03 22:30:00+00:00,64.67,80.0,,,18.54,1206.85,63.56
2022-01-03 22:00:00+00:00,64.67,79.0,268.5,24.52,18.55,1203.55,63.54
2022-01-03 21:30:00+00:00,64.67,79.4,268.5,24.5,18.53,1205.02,63.55
2022-01-03 21:00:00+00:00,64.67,79.4,268.58,24.65,18.5,1201.5,63.54
2022-01-03 20:30:00+00:00,64.82,80.47,268.62,24.65,18.52,1199.51,63.54
2022-01-03 20:00:00+00:00,64.4,80.67,268.44,24.78,18.48,1192.52,63.52
2022-01-03 19:30:00+00:00,64.18,80.55,267.98,24.76,18.31,1194.35,63.53
2022-01-03 19:00:00+00:00,64.12,81.16,267.71,24.76,18.31,1185.34,63.47
2022-01-03 18:30:00+00:00,63.89,81.38,267.29,24.68,18.2,1177.85,63.37
2022-01-03 18:00:00+00:00,63.96,81.19,266.66,24.62,18.16,1175.65,63.3
2022-01-03 17:30:00+00:00,64.1,81.53,265.87,24.73,18.22,1173.73,63.06
2022-01-03 17:00:00+00:00,64.23,82.4,266.4,24.72,18.22,1166.84,63.08
2022-01-03 16:30:00+00:00,64.19,83.01,265.99,24.73,18.24,1165.26,63.13
2022-01-03 16:00:00+00:00,64.38,84.25,265.95,24.74,18.25,1165.17,63.02
2022-01-03 15:30:00+00:00,65.46,85.17,267.79,24.65,18.34,1168.15,62.83
2022-01-03 15:00:00+00:00,65.81,86.5,268.02,24.92,18.25,1151.74,62.87
2022-01-03 14:30:00+00:00,64.45,83.32,268.17,24.84,17.98,1148.2,62.63
2022-01-03 14:00:00+00:00,65.55,86.22,269.35,25.16,18.35,1147.62,61.21
2022-01-03 13:30:00+00:00,65.55,,269.6,,18.43,1132.5,61.3
2022-01-03 13:00:00+00:00,65.91,,270.5,25.16,18.45,1128.0,61.41
2022-01-03 12:30:00+00:00,65.88,85.65,271.0,25.06,18.45,1131.5,61.52
2022-01-03 12:00:00+00:00,65.73,85.65,271.07,25.03,18.43,1134.02,61.56
2022-01-03 11:30:00+00:00,66.05,,270.6,25.03,18.5,1134.0,61.65
2022-01-03 11:00:00+00:00,66.3,,270.6,25.03,18.53,1136.14,61.7
2022-01-03 10:30:00+00:00,66.15,,270.6,24.75,18.46,1126.88,61.65
2022-01-03 10:00:00+00:00,66.0,,271.0,24.75,18.51,1126.1,61.65
2022-01-03 09:30:00+00:00,65.8,,271.0,24.75,18.4,1128.52,61.47
2022-01-03 09:00:00+00:00,65.8,75.4,270.36,24.69,18.31,1125.0,61.41
2022-01-01 01:00:00+00:00,,,,24.8,18.21,,
2022-01-01 00:30:00+00:00,64.98,,,,18.21,1062.6,61.19
2022-01-01 00:00:00+00:00,65.14,,,,18.26,1061.25,61.19
