,BYND.O,GTLB.O,MCD,LEVI.K,PLTR.K,TSLA.O,XOM
,BID,BID,BID,BID,BID,BID,BID
Timestamp,,,,,,,
2022-03-21 19:30:00+00:00,48.41,57.04,235.32,20.47,12.58,921.36,82.2
2022-03-21 19:00:00+00:00,48.02,57.59,234.45,20.38,12.59,923.99,82.49
2022-03-21 18:30:00+00:00,47.39,57.0,234.32,20.47,12.51,919.63,82.16
2022-03-21 18:00:00+00:00,47.97,57.99,234.74,20.5,12.65,925.15,82.07
2022-03-21 17:30:00+00:00,47.7,57.99,234.42,20.44,12.57,920.56,82.17
2022-03-21 17:00:00+00:00,47.39,58.43,234.71,20.43,12.55,911.85,81.91
2022-03-21 16:30:00+00:00,47.68,60.32,234.83,20.57,12.57,912.52,81.83
2022-03-21 16:00:00+00:00,49.2,61.4,236.25,20.8,12.9,926.4,81.94
2022-03-21 15:30:00+00:00,49.18,61.5,236.6,20.91,12.89,929.95,81.47
2022-03-21 15:00:00+00:00,49.2,61.5,237.95,20.93,12.88,930.31,81.09
2022-03-21 14:30:00+00:00,48.17,60.51,238.2,20.81,12.72,923.71,81.56
2022-03-21 14:00:00+00:00,48.02,58.03,238.05,20.85,12.45,910.72,81.54
2022-03-21 13:30:00+00:00,48.11,58.64,237.78,21.01,12.64,924.07,81.19
2022-03-21 13:00:00+00:00,50.1,61.0,239.21,21.01,12.72,914.35,79.96
2022-03-21 12:30:00+00:00,50.28,62.0,239.21,21.0,12.82,917.67,79.78
2022-03-21 12:00:00+00:00,50.5,61.5,239.41,,12.83,917.31,79.76
2022-03-21 11:30:00+00:00,50.5,61.5,239.41,,12.9,919.0,79.85
2022-03-21 11:00:00+00:00,50.5,61.0,239.7,21.0,12.91,918.1,79.82
2022-03-21 10:30:00+00:00,50.3,60.79,239.21,,12.78,908.2,80.07
2022-03-21 10:00:00+00:00,49.49,60.79,239.25,18.0,12.78,909.0,80.0
2022-03-21 09:30:00+00:00,49.49,,239.21,,12.77,912.95,79.91
2022-03-21 09:00:00+00:00,49.14,,239.21,,12.75,902.2,80.0
2022-03-21 08:30:00+00:00,49.01,60.79,239.21,,12.7,902.2,80.01
2022-03-21 08:00:00+00:00,49.01,60.79,239.2,18.0,12.78,898.8,79.65
2022-03-19 00:00:00+00:00,,,238.51,21.19,12.89,,78.68
2022-03-18 23:30:00+00:00,50.28,61.41,239.0,,12.89,907.44,78.68
2022-03-18 23:00:00+00:00,50.28,61.41,239.0,,12.86,905.6,78.68
2022-03-18 22:30:00+00:00,50.12,61.51,239.0,,12.88,905.01,78.66
2022-03-18 22:00:00+00:00,,61.51,,,12.83,904.15,78.67
2022-03-18 21:30:00+00:00,50.1,61.6,238.51,,12.86,904.5,78.67
2022-03-18 21:00:00+00:00,50.08,61.51,237.6,21.19,12.86,906.3,78.68
2022-03-18 20:30:00+00:00,50.4,61.51,237.0,21.19,12.82,905.5,78.7
2022-03-18 20:00:00+00:00,50.25,61.51,238.81,20.0,12.8,905.39,78.67
2022-03-18 19:30:00+00:00,50.25,62.69,238.81,21.17,12.81,905.38,78.62
2022-03-18 19:00:00+00:00,51.14,61.22,238.81,21.08,12.67,902.0,78.65
2022-03-18 18:30:00+00:00,51.01,61.67,237.62,21.0,12.66,900.6,78.3
2022-03-18 18:00:00+00:00,50.6,62.06,238.13,20.98,12.69,896.51,78.41
2022-03-18 17:30:00+00:00,51.35,62.11,237.88,21.0,12.83,894.85,78.44
2022-03-18 17:00:00+00:00,51.36,61.51,237.71,21.04,12.86,899.6,78.71
2022-03-18 16:30:00+00:00,51.44,62.0,236.99,21.02,12.91,901.77,78.33
2022-03-18 16:00:00+00:00,51.44,59.2,237.16,20.89,12.88,897.61,78.34
2022-03-18 15:30:00+00:00,50.81,57.64,236.82,20.76,12.79,896.41,78.3
2022-03-18 15:00:00+00:00,50.47,56.76,237.18,20.79,12.71,893.5,78.23
2022-03-18 14:30:00+00:00,50.14,58.21,236.88,20.82,12.7,893.93,78.49
2022-03-18 14:00:00+00:00,49.24,57.5,236.65,20.86,12.84,896.45,78.23
2022-03-18 13:30:00+00:00,48.5,58.71,236.57,20.66,12.67,885.22,78.73
2022-03-18 13:00:00+00:00,47.06,48.1,236.25,20.22,12.2,874.23,79.01
2022-03-18 12:30:00+00:00,45.95,48.1,,,12.17,865.0,78.35
2022-03-18 12:00:00+00:00,46.0,47.45,235.32,,12.23,865.33,78.42
2022-03-18 11:30:00+00:00,45.95,47.45,235.0,,12.24,864.0,78.76
2022-03-18 11:00:00+00:00,46.01,47.45,235.0,20.01,12.23,863.46,78.75
2022-03-18 10:30:00+00:00,46.4,50.0,230.0,18.0,12.23,865.34,78.67
2022-03-18 10:00:00+00:00,46.4,48.42,,,12.26,865.11,78.42
2022-03-18 09:30:00+00:00,46.4,,228.12,,12.24,867.01,78.41
2022-03-18 09:00:00+00:00,43.8,,228.12,,12.21,866.58,78.3
2022-03-18 08:30:00+00:00,,48.42,,,12.19,867.0,78.65
2022-03-18 08:00:00+00:00,43.21,48.42,228.12,18.0,12.22,868.05,78.81
2022-03-18 00:00:00+00:00,,,,20.01,,,78.76
2022-03-17 23:30:00+00:00,46.16,,235.0,,12.19,865.5,78.8
2022-03-17 23:00:00+00:00,46.17,48.62,235.0,,12.22,866.86,78.81
2022-03-17 22:30:00+00:00,46.18,48.75,235.0,20.01,12.2,866.0,78.8
2022-03-17 22:00:00+00:00,46.17,,235.0,20.01,12.21,867.06,78.7
2022-03-17 21:30:00+00:00,46.5,48.75,235.35,20.01,12.25,867.21,78.91
2022-03-17 21:00:00+00:00,46.16,48.75,235.38,,12.2,867.77,78.94
2022-03-17 20:30:00+00:00,46.15,48.75,234.1,,12.22,866.53,78.66
2022-03-17 20:00:00+00:00,46.52,48.62,235.4,20.0,12.25,866.1,78.62
2022-03-17 19:30:00+00:00,46.78,49.32,237.46,20.49,12.32,871.93,78.95
2022-03-17 19:00:00+00:00,46.88,49.25,236.31,20.4,12.29,869.12,78.91
2022-03-17 18:30:00+00:00,46.71,48.95,236.13,20.45,12.33,873.87,79.02
2022-03-17 18:00:00+00:00,46.73,49.72,236.28,20.34,12.23,868.02,78.82
2022-03-17 17:30:00+00:00,46.8,49.54,237.02,20.42,12.25,867.5,78.67
2022-03-17 17:00:00+00:00,46.19,48.4,237.1,20.34,12.21,863.45,78.48
2022-03-17 16:30:00+00:00,46.4,49.17,236.91,20.35,12.17,859.0,78.43
2022-03-17 16:00:00+00:00,46.26,47.42,236.56,20.23,12.18,856.23,78.72
2022-03-17 15:30:00+00:00,45.88,47.0,235.44,20.39,12.1,849.01,78.33
2022-03-17 15:00:00+00:00,45.83,46.59,235.4,20.51,12.15,848.07,77.96
2022-03-17 14:30:00+00:00,45.23,46.12,234.82,20.51,12.0,841.54,77.67
2022-03-17 14:00:00+00:00,45.65,45.73,236.03,20.54,12.17,850.77,77.57
2022-03-17 13:30:00+00:00,45.02,47.07,236.92,20.36,12.22,852.26,77.3
2022-03-17 13:00:00+00:00,43.39,42.02,235.8,19.75,11.7,830.5,78.05
2022-03-17 12:30:00+00:00,43.41,42.25,236.75,19.96,11.63,830.19,78.36
2022-03-17 12:00:00+00:00,43.41,42.3,236.72,19.45,11.58,830.1,78.5
2022-03-17 11:30:00+00:00,43.41,42.25,236.55,19.45,11.63,834.25,78.27
2022-03-17 11:00:00+00:00,43.39,42.25,236.55,19.96,11.7,833.1,78.12
2022-03-17 10:30:00+00:00,43.39,42.01,225.03,,11.6,833.0,78.1
2022-03-17 10:00:00+00:00,43.4,,225.27,,11.6,829.0,78.15
2022-03-17 09:30:00+00:00,42.0,,236.51,18.0,11.6,833.62,78.01
2022-03-17 09:00:00+00:00,42.01,,236.51,,11.65,833.0,78.16
2022-03-17 08:30:00+00:00,44.0,42.01,236.51,18.0,11.72,835.46,77.8
2022-03-17 08:00:00+00:00,42.0,41.0,238.25,18.0,11.73,837.0,77.74
2022-03-17 00:00:00+00:00,,,234.0,20.05,11.74,,77.0
2022-03-16 23:30:00+00:00,43.84,,237.31,20.05,11.75,838.8,77.0
2022-03-16 23:00:00+00:00,43.84,42.8,237.32,20.05,11.77,838.1,76.91
2022-03-16 22:30:00+00:00,43.84,42.8,237.51,19.5,11.78,839.23,77.0
2022-03-16 22:00:00+00:00,43.96,43.0,237.31,,11.75,840.11,76.9
2022-03-16 21:30:00+00:00,43.84,42.8,238.23,,11.8,841.9,76.95
2022-03-16 21:00:00+00:00,43.84,43.2,238.23,19.5,11.79,842.5,76.93
2022-03-16 20:30:00+00:00,43.84,42.8,238.14,20.0,11.77,843.5,76.95
2022-03-16 20:00:00+00:00,43.41,42.8,237.72,20.0,11.78,842.15,76.86
2022-03-16 19:30:00+00:00,43.88,42.74,238.19,20.07,11.78,840.63,76.93
2022-03-16 19:00:00+00:00,43.34,42.87,237.06,20.06,11.74,835.95,76.71
2022-03-16 18:30:00+00:00,43.21,42.82,236.42,19.94,11.61,828.16,76.43
2022-03-16 18:00:00+00:00,42.07,40.56,235.28,19.66,11.21,809.77,76.47
2022-03-16 17:30:00+00:00,43.29,41.79,235.9,19.95,11.56,830.25,77.12
2022-03-16 17:00:00+00:00,43.17,41.3,235.96,19.92,11.49,823.12,77.19
2022-03-16 16:30:00+00:00,43.55,41.67,236.39,20.07,11.54,824.38,77.33
2022-03-16 16:00:00+00:00,43.38,42.2,236.45,20.05,11.55,834.02,77.24
2022-03-16 15:30:00+00:00,42.91,43.5,236.29,20.08,11.68,835.19,77.4
2022-03-16 15:00:00+00:00,43.01,42.09,235.97,20.05,11.58,836.79,76.85
2022-03-16 14:30:00+00:00,41.78,44.48,236.81,19.95,11.56,835.74,77.09
2022-03-16 14:00:00+00:00,42.23,46.85,237.59,19.82,11.5,835.29,77.09
2022-03-16 13:30:00+00:00,40.95,42.15,235.78,19.38,11.21,823.65,78.25
2022-03-16 13:00:00+00:00,39.56,37.0,234.2,18.97,10.91,807.61,77.55
2022-03-16 12:30:00+00:00,39.4,36.25,234.2,18.8,10.97,819.0,77.94
2022-03-16 12:00:00+00:00,40.15,36.4,234.4,18.05,11.02,816.5,77.65
2022-03-16 11:30:00+00:00,40.15,36.05,234.4,18.74,11.04,821.0,77.4
2022-03-16 11:00:00+00:00,40.3,35.7,234.4,18.05,11.05,819.0,77.4
2022-03-16 10:30:00+00:00,40.15,,235.01,,11.08,824.0,77.6
2022-03-16 10:00:00+00:00,40.15,36.12,235.0,18.05,11.11,824.0,77.45
2022-03-16 09:30:00+00:00,40.0,36.1,235.0,,11.05,823.5,78.1
2022-03-16 09:00:00+00:00,40.0,36.06,235.0,,11.1,825.51,78.4
2022-03-16 08:30:00+00:00,40.0,35.62,234.5,18.05,11.02,826.22,78.57
2022-03-16 08:00:00+00:00,39.86,35.62,232.25,18.1,11.07,823.0,78.36
2022-03-16 00:00:00+00:00,,,,0.0,10.65,,77.02
2022-03-15 23:30:00+00:00,38.62,35.61,231.52,,10.7,801.81,77.16
2022-03-15 23:00:00+00:00,38.62,35.0,,,10.73,800.21,77.14
2022-03-15 22:30:00+00:00,38.52,,,,10.7,800.5,77.13
2022-03-15 22:00:00+00:00,,,232.0,,10.71,801.6,77.18
2022-03-15 21:30:00+00:00,,35.25,,,10.77,801.0,77.07
2022-03-15 21:00:00+00:00,38.52,35.25,,,10.74,799.8,77.14
2022-03-15 20:30:00+00:00,38.51,35.25,232.0,18.39,10.75,800.0,77.13
2022-03-15 20:00:00+00:00,38.25,35.35,230.18,18.39,10.66,798.7,77.22
2022-03-15 19:30:00+00:00,38.86,35.67,232.63,18.59,10.77,801.57,77.25
2022-03-15 19:00:00+00:00,39.07,36.28,233.91,18.49,10.69,800.84,77.53
2022-03-15 18:30:00+00:00,38.96,35.93,234.12,18.46,10.54,802.13,77.69
2022-03-15 18:00:00+00:00,38.7,35.94,233.36,18.28,10.5,793.6,77.84
2022-03-15 17:30:00+00:00,38.56,36.0,233.45,18.42,10.52,794.31,77.94
2022-03-15 17:00:00+00:00,38.31,35.88,233.06,18.37,10.48,787.87,77.68
2022-03-15 16:30:00+00:00,38.46,35.9,233.13,18.46,10.49,790.1,78.29
2022-03-15 16:00:00+00:00,38.51,35.92,233.35,18.48,10.56,792.34,78.76
2022-03-15 15:30:00+00:00,38.02,35.64,232.59,18.47,10.55,790.15,78.38
2022-03-15 15:00:00+00:00,38.62,35.78,232.98,18.7,10.68,798.61,77.11
2022-03-15 14:30:00+00:00,38.26,35.76,232.33,18.83,10.74,791.55,77.25
2022-03-15 14:00:00+00:00,38.14,35.77,232.35,18.88,10.68,783.13,76.83
2022-03-15 13:30:00+00:00,36.75,35.4,230.56,18.87,10.49,767.4,76.99
2022-03-15 13:00:00+00:00,36.0,38.6,227.68,18.04,10.43,775.27,78.78
2022-03-15 12:30:00+00:00,36.3,37.75,225.0,18.19,10.53,771.5,78.25
2022-03-15 12:00:00+00:00,35.75,36.5,225.0,18.1,10.46,768.0,78.57
2022-03-15 11:30:00+00:00,35.32,36.0,224.71,18.04,10.47,764.0,78.76
2022-03-15 11:00:00+00:00,35.32,36.0,225.27,18.04,10.51,767.55,78.89
2022-03-15 10:30:00+00:00,35.11,35.77,223.0,18.0,10.5,764.0,79.25
2022-03-15 10:00:00+00:00,35.04,35.02,,,10.51,761.0,78.93
2022-03-15 09:30:00+00:00,35.04,36.03,223.0,,10.4,760.03,78.92
2022-03-15 09:00:00+00:00,35.04,36.55,223.0,,10.4,760.15,78.91
2022-03-15 08:30:00+00:00,35.03,36.0,223.0,18.0,10.38,757.01,79.11
2022-03-15 08:00:00+00:00,35.03,35.02,223.0,18.0,10.47,763.25,79.01
2022-03-15 00:00:00+00:00,,,226.23,0.0,10.61,,81.0
2022-03-14 23:30:00+00:00,35.1,35.5,226.23,18.04,10.61,779.5,81.55
2022-03-14 23:00:00+00:00,35.43,36.21,226.22,18.03,10.6,777.0,81.69
2022-03-14 22:30:00+00:00,35.71,36.3,226.21,18.03,10.6,775.5,81.76
2022-03-14 22:00:00+00:00,36.0,36.05,226.18,18.02,10.61,765.14,81.71
2022-03-14 21:30:00+00:00,36.11,35.25,,18.05,10.57,762.51,81.77
2022-03-14 21:00:00+00:00,36.2,36.33,,18.15,10.6,762.6,81.7
2022-03-14 20:30:00+00:00,36.15,36.87,226.18,18.05,10.57,762.7,81.8
2022-03-14 20:00:00+00:00,36.2,37.02,226.18,18.22,10.57,764.0,81.82
2022-03-14 19:30:00+00:00,36.17,33.09,226.13,18.2,10.49,766.03,81.87
2022-03-14 19:00:00+00:00,36.61,32.95,226.03,18.24,10.49,764.21,81.18
2022-03-14 18:30:00+00:00,37.16,33.09,225.73,18.39,10.56,761.9,81.27
2022-03-14 18:00:00+00:00,37.27,32.62,225.2,18.45,10.51,763.19,81.29
2022-03-14 17:30:00+00:00,37.2,32.51,225.11,18.37,10.49,766.33,81.64
2022-03-14 17:00:00+00:00,37.29,32.02,225.98,18.47,10.47,760.03,82.45
2022-03-14 16:30:00+00:00,37.34,32.06,225.55,18.63,10.63,761.0,82.17
2022-03-14 16:00:00+00:00,37.69,31.77,226.0,18.72,10.85,773.79,82.27
2022-03-14 15:30:00+00:00,37.48,31.94,225.89,18.74,10.83,771.18,82.2
2022-03-14 15:00:00+00:00,37.51,31.82,226.82,18.85,10.89,779.56,82.44
2022-03-14 14:30:00+00:00,37.75,30.84,228.38,18.83,11.08,790.92,82.24
2022-03-14 14:00:00+00:00,37.79,31.8,227.64,18.84,11.29,788.89,82.05
2022-03-14 13:30:00+00:00,37.24,32.68,227.41,18.68,11.05,779.75,81.39
2022-03-14 13:00:00+00:00,38.13,35.43,226.42,18.19,11.18,780.0,82.83
2022-03-14 12:30:00+00:00,38.55,35.43,227.21,18.14,11.3,781.0,83.51
2022-03-14 12:00:00+00:00,38.54,35.03,226.5,18.01,11.26,781.13,83.8
2022-03-14 11:30:00+00:00,38.35,35.77,226.68,18.01,11.16,786.2,83.85
2022-03-14 11:00:00+00:00,38.71,35.77,227.21,18.01,11.2,789.03,83.57
2022-03-14 10:30:00+00:00,39.0,,228.8,18.0,11.33,800.0,83.31
2022-03-14 10:00:00+00:00,39.0,35.43,228.01,,11.27,800.0,83.2
2022-03-14 09:30:00+00:00,39.0,,228.01,,11.15,801.0,83.2
2022-03-14 09:00:00+00:00,38.87,,228.7,,11.16,793.99,83.61
2022-03-14 08:30:00+00:00,38.7,,227.21,,11.2,787.0,83.68
2022-03-14 08:00:00+00:00,38.7,35.0,225.45,18.0,11.23,787.5,83.68
2022-03-12 01:00:00+00:00,,,,18.0,11.25,,84.93
2022-03-12 00:30:00+00:00,38.68,35.77,226.61,,11.25,792.9,84.93
2022-03-12 00:00:00+00:00,38.73,,226.6,,11.32,794.02,84.93
2022-03-11 23:30:00+00:00,38.73,35.77,226.5,18.21,11.3,794.15,84.93
2022-03-11 23:00:00+00:00,38.73,35.77,226.5,,11.31,794.12,84.93
2022-03-11 22:30:00+00:00,38.73,35.56,227.2,,11.31,795.0,84.9
2022-03-11 22:00:00+00:00,38.7,35.21,227.2,18.2,11.36,795.01,84.94
2022-03-11 21:30:00+00:00,38.68,35.21,227.2,18.2,11.38,794.6,84.93
2022-03-11 21:00:00+00:00,38.8,35.2,227.0,18.2,11.37,795.59,84.95
2022-03-11 20:30:00+00:00,38.73,35.34,226.77,18.22,11.39,795.13,84.93
2022-03-11 20:00:00+00:00,38.38,35.31,228.03,18.22,11.45,795.01,85.27
2022-03-11 19:30:00+00:00,38.63,36.61,228.0,18.26,11.45,795.84,85.79
2022-03-11 19:00:00+00:00,39.08,37.09,228.7,18.35,11.58,800.4,85.98
2022-03-11 18:30:00+00:00,39.24,36.11,227.6,18.31,11.51,795.41,85.98
2022-03-11 18:00:00+00:00,39.56,36.68,227.8,18.41,11.58,805.47,85.96
2022-03-11 17:30:00+00:00,39.67,36.21,227.96,18.43,11.53,803.5,85.47
2022-03-11 17:00:00+00:00,39.23,36.55,227.04,18.35,11.53,797.65,85.4
2022-03-11 16:30:00+00:00,39.07,36.7,227.2,18.42,11.55,804.63,85.11
2022-03-11 16:00:00+00:00,38.88,36.53,227.48,18.29,11.55,804.2,84.97
2022-03-11 15:30:00+00:00,39.85,37.68,227.23,18.41,11.64,820.0,85.45
2022-03-11 15:00:00+00:00,40.02,38.4,226.3,18.5,11.55,817.5,85.43
2022-03-11 14:30:00+00:00,41.12,38.87,226.06,18.67,11.64,823.01,84.8
2022-03-11 14:00:00+00:00,42.8,40.57,223.5,18.6,11.76,840.01,83.9
2022-03-11 13:30:00+00:00,43.1,39.7,223.0,,12.02,847.55,84.27
2022-03-11 13:00:00+00:00,43.2,,223.0,18.66,12.04,848.26,83.96
2022-03-11 12:30:00+00:00,43.2,39.7,223.0,18.71,12.05,851.3,84.46
2022-03-11 12:00:00+00:00,43.0,39.35,223.41,18.61,12.11,853.25,84.52
2022-03-11 11:30:00+00:00,43.12,39.0,217.59,17.71,12.06,852.55,84.5
2022-03-11 11:00:00+00:00,42.15,,217.5,,12.0,850.3,85.4
2022-03-11 10:30:00+00:00,42.15,,,,12.04,841.62,86.28
2022-03-11 10:00:00+00:00,42.15,,222.01,,12.01,842.3,85.88
2022-03-11 09:30:00+00:00,42.15,,,17.71,12.0,840.35,85.6
2022-03-11 09:00:00+00:00,42.15,36.25,217.5,17.71,11.9,840.86,86.0
2022-03-11 01:00:00+00:00,,,220.0,18.36,11.86,,
2022-03-11 00:30:00+00:00,42.13,39.5,220.75,,11.86,831.99,85.35
2022-03-11 00:00:00+00:00,42.2,,222.01,,11.89,833.5,85.36
2022-03-10 23:30:00+00:00,42.14,,222.01,18.36,11.89,835.1,85.41
2022-03-10 23:00:00+00:00,42.17,,222.0,,11.87,836.01,85.36
2022-03-10 22:30:00+00:00,42.16,,221.0,,11.84,834.5,85.3
2022-03-10 22:00:00+00:00,42.14,39.0,221.95,18.36,11.84,831.2,85.25
2022-03-10 21:30:00+00:00,42.16,,221.89,,11.84,836.2,85.3
2022-03-10 21:00:00+00:00,42.13,39.0,221.89,18.36,11.84,836.1,85.31
2022-03-10 20:30:00+00:00,42.59,39.32,222.0,18.43,11.87,838.1,85.37
2022-03-10 20:00:00+00:00,42.61,39.66,221.17,18.39,11.92,834.13,85.57
2022-03-10 19:30:00+00:00,42.98,39.53,221.61,18.48,11.89,835.2,84.92
2022-03-10 19:00:00+00:00,42.65,38.62,221.4,18.46,11.85,830.0,84.81
2022-03-10 18:30:00+00:00,42.33,37.28,220.21,18.36,11.78,817.55,85.11
2022-03-10 18:00:00+00:00,41.94,37.45,218.5,18.36,11.73,813.71,85.06
2022-03-10 17:30:00+00:00,41.94,37.1,218.01,18.37,11.67,813.84,84.79
2022-03-10 17:00:00+00:00,42.44,37.1,219.29,18.45,11.79,822.61,85.28
2022-03-10 16:30:00+00:00,42.67,37.75,218.85,18.46,11.71,824.0,84.52
2022-03-10 16:00:00+00:00,42.4,37.27,218.48,18.51,11.55,818.1,84.88
2022-03-10 15:30:00+00:00,42.03,36.74,217.85,18.59,11.68,825.45,84.52
2022-03-10 15:00:00+00:00,42.86,37.72,218.8,18.69,11.74,834.66,84.53
2022-03-10 14:30:00+00:00,43.16,39.3,220.06,18.86,11.81,840.58,83.45
2022-03-10 14:00:00+00:00,43.62,38.39,219.38,18.32,11.32,851.0,83.93
2022-03-10 13:30:00+00:00,43.69,39.45,219.54,18.08,11.52,845.27,83.9
2022-03-10 13:00:00+00:00,43.65,40.0,220.01,18.0,11.5,845.77,83.85
2022-03-10 12:30:00+00:00,43.51,39.45,220.0,18.56,11.44,846.25,83.63
2022-03-10 12:00:00+00:00,44.25,39.45,220.0,18.0,11.49,848.0,83.67
2022-03-10 11:30:00+00:00,43.51,,219.54,17.71,11.55,846.33,84.1
2022-03-10 11:00:00+00:00,43.01,,220.0,17.71,11.55,846.0,83.89
2022-03-10 10:30:00+00:00,43.01,,220.0,17.71,11.52,848.0,83.87
2022-03-10 10:00:00+00:00,42.91,,,17.71,11.51,847.0,83.85
2022-03-10 09:30:00+00:00,42.9,30.0,220.64,17.71,11.49,848.55,83.2
2022-03-10 09:00:00+00:00,42.9,30.0,220.64,17.71,11.48,849.01,82.81
2022-03-10 01:00:00+00:00,,,222.09,18.45,11.59,,82.52
2022-03-10 00:30:00+00:00,44.49,,222.43,18.86,11.59,855.13,82.52
2022-03-10 00:00:00+00:00,44.49,,222.43,,11.58,856.2,82.69
2022-03-09 23:30:00+00:00,44.49,,222.43,,11.58,856.05,82.8
2022-03-09 23:00:00+00:00,44.47,40.1,222.43,18.5,11.55,855.6,82.3
2022-03-09 22:30:00+00:00,44.47,40.5,222.47,18.85,11.6,856.25,82.51
2022-03-09 22:00:00+00:00,44.46,,222.47,,11.59,858.5,82.55
2022-03-09 21:30:00+00:00,44.46,40.11,222.47,,11.61,860.1,82.6
2022-03-09 21:00:00+00:00,44.46,40.1,222.47,18.45,11.65,860.52,82.89
2022-03-09 20:30:00+00:00,44.46,40.6,222.43,18.85,11.64,858.47,82.78
2022-03-09 20:00:00+00:00,44.7,40.55,223.53,18.82,11.64,858.92,82.47
2022-03-09 19:30:00+00:00,44.98,40.34,222.87,18.81,11.64,855.43,82.63
2022-03-09 19:00:00+00:00,44.89,40.75,222.57,18.78,11.66,852.41,82.3
2022-03-09 18:30:00+00:00,44.99,40.66,222.67,18.87,11.69,849.78,82.41
2022-03-09 18:00:00+00:00,45.32,41.51,223.33,19.05,11.86,852.36,83.38
2022-03-09 17:30:00+00:00,45.06,41.49,223.38,19.03,11.82,852.32,84.59
2022-03-09 17:00:00+00:00,44.89,41.43,223.8,18.89,11.82,849.38,86.13
2022-03-09 16:30:00+00:00,44.95,41.66,224.4,18.93,11.82,850.26,86.21
2022-03-09 16:00:00+00:00,44.66,41.99,222.9,18.84,11.71,852.89,86.04
2022-03-09 15:30:00+00:00,45.13,42.74,223.45,19.0,11.95,857.04,85.27
2022-03-09 15:00:00+00:00,45.06,42.98,225.17,18.95,11.81,852.73,85.02
2022-03-09 14:30:00+00:00,43.54,41.18,225.1,18.81,11.59,839.07,85.1
2022-03-09 14:00:00+00:00,43.2,41.07,225.16,18.63,11.32,838.0,83.34
2022-03-09 13:30:00+00:00,43.21,41.0,226.0,18.3,11.39,841.3,84.27
2022-03-09 13:00:00+00:00,43.21,41.0,226.0,18.25,11.53,847.5,84.45
2022-03-09 12:30:00+00:00,43.1,40.0,225.5,17.99,11.55,846.25,85.13
2022-03-09 12:00:00+00:00,43.0,40.5,225.5,17.8,11.46,845.0,85.25
2022-03-09 11:30:00+00:00,43.06,40.5,223.0,,11.45,842.0,84.76
2022-03-09 11:00:00+00:00,43.06,,226.31,,11.41,845.21,84.01
2022-03-09 10:30:00+00:00,43.0,,226.31,,11.39,845.69,85.0
2022-03-09 10:00:00+00:00,43.68,,226.32,,11.39,846.0,85.7
2022-03-09 09:30:00+00:00,43.68,30.0,226.32,,11.43,845.0,86.7
2022-03-09 09:00:00+00:00,43.28,30.0,226.11,17.71,11.3,842.0,87.4
2022-03-09 01:00:00+00:00,,,,0.0,11.09,,88.33
2022-03-09 00:30:00+00:00,42.4,,223.05,,11.09,826.5,88.33
2022-03-09 00:00:00+00:00,42.35,,224.55,,11.04,827.2,88.25
2022-03-08 23:30:00+00:00,42.1,,222.5,17.85,11.03,824.0,88.08
2022-03-08 23:00:00+00:00,42.1,35.03,222.19,,11.02,822.41,87.83
2022-03-08 22:30:00+00:00,42.1,36.53,222.19,17.85,10.98,821.0,87.52
2022-03-08 22:00:00+00:00,42.06,36.53,222.19,17.8,10.97,820.0,87.55
2022-03-08 21:30:00+00:00,42.05,36.62,221.75,17.71,11.0,819.59,87.68
2022-03-08 21:00:00+00:00,42.05,36.63,222.05,18.0,11.0,819.0,87.6
2022-03-08 20:30:00+00:00,42.38,39.47,222.68,18.05,11.03,824.2,87.77
2022-03-08 20:00:00+00:00,42.43,39.97,223.91,18.13,11.05,829.49,87.66
2022-03-08 19:30:00+00:00,43.0,41.23,225.95,18.2,11.07,837.9,88.08
2022-03-08 19:00:00+00:00,42.82,41.33,225.49,18.15,11.03,833.57,88.19
2022-03-08 18:30:00+00:00,42.54,40.92,225.4,18.11,11.0,827.55,88.79
2022-03-08 18:00:00+00:00,43.26,41.43,227.84,18.29,11.15,837.25,88.13
2022-03-08 17:30:00+00:00,43.45,41.38,228.53,18.45,11.28,844.63,87.16
2022-03-08 17:00:00+00:00,43.22,41.48,227.6,18.26,11.21,838.3,87.58
2022-03-08 16:30:00+00:00,42.49,39.32,224.46,17.83,10.98,821.3,91.46
2022-03-08 16:00:00+00:00,41.82,39.06,225.16,17.75,11.0,813.62,90.38
2022-03-08 15:30:00+00:00,42.35,39.97,226.16,17.82,11.15,819.87,90.93
2022-03-08 15:00:00+00:00,41.06,38.84,225.03,17.62,10.93,806.27,90.19
2022-03-08 14:30:00+00:00,40.67,38.07,225.36,17.78,10.93,805.33,90.71
2022-03-08 14:00:00+00:00,41.7,37.86,223.62,17.89,10.9,795.24,88.88
2022-03-08 13:30:00+00:00,42.3,37.86,224.28,18.06,11.18,803.16,88.6
2022-03-08 13:00:00+00:00,42.3,37.86,224.28,18.01,11.11,801.3,88.26
2022-03-08 12:30:00+00:00,42.55,38.3,224.2,18.0,11.11,806.12,87.31
2022-03-08 12:00:00+00:00,42.55,36.0,224.33,18.0,11.22,815.5,87.98
2022-03-08 11:30:00+00:00,41.69,,224.33,,11.16,810.0,87.83
2022-03-08 11:00:00+00:00,41.68,,224.33,17.0,11.17,809.5,88.1
2022-03-08 10:30:00+00:00,,,224.33,17.0,11.18,810.8,88.0
2022-03-08 10:00:00+00:00,41.69,32.1,224.33,17.01,11.12,810.0,87.8
2022-03-08 09:30:00+00:00,41.68,,,17.0,11.22,812.65,88.1
